label, text
 Charging station service, New energy vehicle charging service
 Automation control products, Thermal control system
 Satellite navigation application system, Application of Beidou Satellite Navigation Technology
 Crystalline silicon material, Polysilicon material
 lubricating oil, Lubricant sales
 Management Consulting, Energy Management Consulting
 Wind power plant development and construction, Wind power project operation
 Steel, Steel products
 Satellite communication transmission equipment, Satellite communication system
 Monitoring unit, Monitoring system
 Energy storage machine, Hydrogen energy storage system
 Motor oil, Lubricant products
Automotive interior parts, Automobile interior parts production
 Steel, Steel products
 Gas Equipment, Industrial gas processing equipment
 trading, Non-ferrous metals trading
 Monitoring unit,Video surveillance equipment
 Wind power operation, Wind power project operation
 Lithium-ion battery, Lithium-ion battery materials
 Rim, Car wheels
 Power Equipment, Power equipment production
 Construction Machinery, Mechanical and electrical equipment
 Satellite navigation application system, Application of Beidou Satellite Navigation Technology
 Glasses, Optical glasses
 Power Station, Photovoltaic power station construction
 Photovoltaic panels, Single crystal silicon material
Video surveillance equipment,Video surveillance equipment
Video surveillance equipment,Video surveillance equipment
 Testing machine, Automotive test equipment
 Inorganic Fiber, Carbon fiber material
 Metal Crafts, Non-ferrous metal products
 nuclear power, Nuclear power equipment
 Power Generation Machinery, Clean energy power generation equipment
 Wind power plant development and construction, Wind farm construction and operation
 Energy Management System, Energy Management System
 Thermal imaging camera, Infrared thermal imaging technology products
 Wind power, Wind turbines
 Monitoring unit, Monitoring system
 Gas Equipment, Industrial gas processing equipment
 Pigments, Green paint
 Lithium-ion battery, Lithium-ion battery materials
 Photovoltaic panels, Photovoltaic module sales
 Construction Machinery, Mechanical and electrical equipment
 Charging and swapping stations, Electric vehicle charging stations
 Financial leasing, New energy vehicle financing leasing
 Wind power, Wind turbines
 Brokerage Agent, Mechanical and electrical equipment bidding agency
 Wind power plant development and construction, Wind farm construction and operation
 Motor oil, Lubricant products
 Auto Finance, Automotive Financial Services
 Monitoring unit, Monitoring system
 Automobile, Self-driving cars
 Thermal imaging camera, Infrared thermal imaging technology products
 Automation control products, Thermal control system
 Power Station, Photovoltaic power station operation
 Inorganic Fiber, Carbon fiber material
 Coal-fired generators,Thermal power generating units
 Brokerage Agent, Car Insurance Agent
 Energy storage machine, Hydrogen energy storage system
 Photovoltaic power station operation, Photovoltaic power station operation
 Engine parts,Automobile engine parts
 Engine parts,Automobile engine parts
 fastener, washer
 lubricating oil, Lubricant sales
 Photovoltaic panels, Photovoltaic panels
 Mechanical equipment, Mechanical and electrical equipment
 New Energy Vehicles, New energy vehicle research and development
 Wind power, Wind turbines
 Thermal imaging camera, Infrared thermal imaging technology products
 Monitoring unit,Video surveillance equipment
 Satellite navigation application system, Application of Beidou Satellite Navigation Technology
 Charging and swapping stations, Electric vehicle charging stations
 Satellite navigation application system, Application of Beidou Satellite Navigation Technology
 Intelligent transportation equipment, Intelligent Transportation Systems
 Brokerage Agent, Mechanical and electrical equipment bidding agency
 Brokerage Agent, Mechanical and electrical equipment bidding agency
 Brokerage Agent, Car Insurance Agent
 Power transmission equipment, Power transmission equipment
 fastener, washer
 Equipment Installation, Power equipment installation
 nuclear power, Nuclear power equipment
 Photovoltaic power station operation, Photovoltaic power station operation
 Power Equipment, Power facilities
 Construction Machinery, Mechanical and electrical equipment
 New Energy Vehicles, New energy vehicle motor
 Temperature Sensor, Smart Temperature Sensor
 Charging and swapping stations, Electric vehicle charging stations
 oil, Petroleum product sales
 Coal-fired generators,Thermal power generating units
 Wind power, Wind turbines
 Temperature Sensor, Smart Temperature Sensor
 Wind power, Wind turbines
 Decoration, Car decoration
 Mechanical equipment, Mechanical and electrical equipment
 Mechanical equipment, Mechanical and electrical equipment
 Wind power, Wind power generation system
 Glasses, Optical glasses
 Power Equipment, Power equipment manufacturing
 Power Generation Machinery, Hydropower generation equipment
 New energy vehicle logistics vehicle, New energy vehicle logistics vehicle
 lubricating oil, Lubricant products
 Management Consulting, Energy Management Consulting
 lubricating oil, Lubricant products
 Gas Equipment, Industrial gas processing equipment
 Rim, Car wheels
Video surveillance equipment,Video surveillance equipment
 Photovoltaic panels, Photovoltaic module sales
 Intelligent transportation equipment, Intelligent Transportation Systems
 Decoration, Car decoration
 Energy storage machine, Hydrogen energy storage system
 Power Station, Photovoltaic power station operation
 Inorganic Fiber, Carbon fiber material
 Power Equipment, Transformer and power equipment manufacturing
 Temperature Sensor, Smart Temperature Sensor
 Rim, Car wheels
 Power Station, Pumped Storage Power Station
 Lithium-ion battery, Lithium-ion battery materials
 Brokerage Agent, Car Insurance Agent
 Power battery system, New energy power generation system
 Equipment Installation, Power equipment installation
 lubricating oil, Lubricant products
Video surveillance equipment,Video surveillance equipment
 Engine parts,Automobile engine parts
 Steel, Steel Processing
 Wind power plant development and construction, Wind power project operation
